iter	MultiClass
0	1.233990745
1	1.106658797
2	1.005659823
3	0.921808075
4	0.8501102039
5	0.789497843
6	0.7321816367
7	0.6849702713
8	0.645593778
9	0.6066825507
10	0.5734814501
11	0.5443699464
12	0.5170336122
13	0.4925053885
14	0.4695708777
15	0.448674333
16	0.4306142086
17	0.4115371548
18	0.39379861
19	0.3786223296
20	0.3648533037
21	0.3521312221
22	0.3416196329
23	0.3308427698
24	0.3207455157
25	0.3106845982
26	0.3013997335
27	0.2930496926
28	0.2857031823
29	0.2781647576
30	0.270478812
31	0.2634177159
32	0.2572519872
33	0.2522814215
34	0.2465899143
35	0.2409815844
36	0.2362002873
37	0.2318887008
38	0.2275522931
39	0.2238076374
40	0.2203145226
41	0.2168953608
42	0.2135806997
43	0.210513917
44	0.2071978319
45	0.2045912476
46	0.2018609179
47	0.1991347563
48	0.1970791464
49	0.1942751436
50	0.1916199496
51	0.189374661
52	0.1870727393
53	0.1854795453
54	0.1832626304
55	0.1810783869
56	0.1791161967
57	0.1773344549
58	0.1753753923
59	0.173477482
60	0.1720054827
61	0.1704688752
62	0.1685589046
63	0.1671969407
64	0.165847173
65	0.1646195685
66	0.1630075662
67	0.1617261602
68	0.1605750684
69	0.1591451634
70	0.157774994
71	0.1570917
72	0.1557184635
73	0.1546318007
74	0.1532314244
75	0.1523234615
76	0.1513943707
77	0.150486992
78	0.1493503952
79	0.1486593449
80	0.1477502023
81	0.1468486223
82	0.1459932793
83	0.1453577363
84	0.1441567953
85	0.143461337
86	0.1424988342
87	0.1417724512
88	0.1407100892
89	0.1398459177
90	0.1391878393
91	0.1386380607
92	0.1379303986
93	0.1372892083
94	0.1364827656
95	0.1358721017
96	0.1353040865
97	0.1346335037
98	0.1338676883
99	0.1333572755
100	0.1327097928
101	0.1320838444
102	0.131530526
103	0.1309860521
104	0.130108974
105	0.1293511573
106	0.1285335262
107	0.1276338977
108	0.1270455175
109	0.1264561062
110	0.1259695613
111	0.1254726263
112	0.1249771137
113	0.124487023
114	0.1239614182
115	0.1234626739
116	0.1230446418
117	0.1225066325
118	0.1220503386
119	0.121320162
120	0.1206994223
121	0.1201002141
122	0.1194816019
123	0.1191966416
124	0.1187648217
125	0.1182659126
126	0.1177128781
127	0.1172031829
128	0.1166308182
129	0.1161799562
130	0.1156820925
131	0.1152022151
132	0.1146394556
133	0.1142177082
134	0.1138143151
135	0.1133426708
136	0.1131188605
137	0.1127560088
138	0.112222007
139	0.1118334349
140	0.1112118737
141	0.110911837
142	0.1105657813
143	0.1101804488
144	0.1096577132
145	0.109333544
146	0.1090279254
147	0.1087108288
148	0.1083017106
149	0.107953993
150	0.1074708224
151	0.1069943568
152	0.1067575497
153	0.1063807962
154	0.1060337686
155	0.1056316642
156	0.1052359717
157	0.1049591428
158	0.1046551129
159	0.1042920009
160	0.1039603049
161	0.1037643538
162	0.103376346
163	0.1030782466
164	0.1028424261
165	0.1024414807
166	0.1018448869
167	0.1015111007
168	0.1011984811
169	0.1008057853
170	0.1005218188
171	0.1002012679
172	0.09975652468
173	0.09936780519
174	0.09908510703
175	0.09884094724
176	0.09844341363
177	0.09816404562
178	0.09795634745
179	0.09766674649
180	0.0972796553
181	0.09702880849
182	0.09687088577
183	0.09654662529
184	0.09635722104
185	0.0961070011
186	0.09565410542
187	0.09534939463
188	0.09501415424
189	0.09465158688
190	0.09430688481
191	0.09402025079
192	0.09374424977
193	0.09353630011
194	0.09329166288
195	0.09313132942
196	0.09297142797
197	0.09271771985
198	0.09240218984
199	0.09220868211
200	0.09202260488
201	0.09161268418
202	0.09134984509
203	0.09121248788
204	0.09101188354
205	0.09063534879
206	0.09036400965
207	0.09013142884
208	0.08990650607
209	0.08968420845
210	0.08931204443
211	0.08880115681
212	0.08857654447
213	0.08833835824
214	0.08811367695
215	0.08783639033
216	0.08770502368
217	0.0875525993
218	0.08734905026
219	0.08717299391
220	0.08695339179
221	0.08666511738
222	0.08652392975
223	0.08630073308
224	0.08591306154
225	0.08571640648
226	0.0854942242
227	0.08529543479
228	0.0851784367
229	0.08495678199
230	0.08456299078
231	0.08404908978
232	0.08373830025
233	0.08363248997
234	0.08343778804
235	0.08326445195
236	0.0830385892
237	0.08290225615
238	0.08267336437
239	0.08240865151
240	0.08220830059
241	0.08209375537
242	0.08184201732
243	0.08165075212
244	0.0815116914
245	0.08136838911
246	0.08117818227
247	0.08088554198
248	0.08078931746
249	0.08063739436
250	0.08045339653
251	0.08027888074
252	0.07994743145
253	0.07976262348
254	0.0795606958
255	0.07936588487
256	0.07910667898
257	0.07892449034
258	0.07883469166
259	0.07866268466
260	0.07842351474
261	0.07827252738
262	0.07803885081
263	0.07790985888
264	0.07768867947
265	0.07742263284
266	0.07711467694
267	0.07693885418
268	0.07647684654
269	0.0762896093
270	0.07613066968
271	0.07590281318
272	0.07559909748
273	0.07543657174
274	0.07531626401
275	0.07510469909
276	0.07495494612
277	0.07470841361
278	0.07446893176
279	0.07439688672
280	0.07414869634
281	0.07397068689
282	0.07381218046
283	0.07365777075
284	0.0736042668
285	0.07351935384
286	0.07334956363
287	0.07315820366
288	0.07305066997
289	0.07287311325
290	0.07269142686
291	0.07246679826
292	0.07223883858
293	0.07209119006
294	0.07197688752
295	0.07168099891
296	0.07157296412
297	0.0714981659
298	0.07125985704
299	0.0711319563
300	0.07105350911
301	0.07079837177
302	0.07064750529
303	0.07054421634
304	0.07039318745
305	0.0702267033
306	0.07012088084
307	0.06990591394
308	0.06982936524
309	0.06971785517
310	0.06957038821
311	0.06921785381
312	0.069065922
313	0.06883722942
314	0.06873002094
315	0.06860428421
316	0.06833452863
317	0.06808818474
318	0.06797826834
319	0.06784379785
320	0.06759759224
321	0.06737419806
322	0.06722689982
323	0.06718047965
324	0.06699588673
325	0.06686415678
326	0.06673452054
327	0.0666098122
328	0.06647851658
329	0.06635930321
330	0.06624844373
331	0.06615741784
332	0.06592478798
333	0.06572036346
334	0.06565158495
335	0.06541141289
336	0.06533999918
337	0.06518175722
338	0.06500342279
339	0.0647868381
340	0.0646839208
341	0.06462215068
342	0.0645244156
343	0.0643178498
344	0.06419593674
345	0.06409091294
346	0.06389724758
347	0.06370893675
348	0.06359668541
349	0.06347963777
350	0.06318923447
351	0.06308705211
352	0.06291955099
353	0.06278320875
354	0.06256857249
355	0.06232042607
356	0.06224362429
357	0.0621802069
358	0.06206348187
359	0.06194626526
360	0.06184160808
361	0.06167900448
362	0.0613547498
363	0.06124220792
364	0.06117069117
365	0.0611140045
366	0.06100946423
367	0.06089457319
368	0.06079629942
369	0.06067814565
370	0.0605777703
371	0.06047932846
372	0.06025008864
373	0.06015380674
374	0.06005419127
375	0.05990469653
376	0.05981245075
377	0.05967015641
378	0.05957641654
379	0.05944304753
380	0.05932759216
381	0.05919963806
382	0.05906937949
383	0.05896911292
384	0.05886255585
385	0.05874278381
386	0.05861701611
387	0.05842978713
388	0.05831470468
389	0.05820602812
390	0.05806131145
391	0.05797885351
392	0.05787905088
393	0.05771536694
394	0.05760978299
395	0.05750429537
396	0.0573606729
397	0.0571883057
398	0.05705387751
399	0.05692979764
400	0.05677857671
401	0.05655473344
402	0.05649206877
403	0.05634828736
404	0.05618268707
405	0.0560927459
406	0.0560269
407	0.05588801688
408	0.05576166532
409	0.05571317154
410	0.05564297957
411	0.05554109146
412	0.05544768987
413	0.05540039515
414	0.05534664976
415	0.05526555203
416	0.0551775574
417	0.05504734806
418	0.05493145457
419	0.0548158332
420	0.05471449997
421	0.05464876281
422	0.05455061955
423	0.05446971776
424	0.05436852108
425	0.05424383929
426	0.05410611038
427	0.05390895584
428	0.05381908929
429	0.05372881704
430	0.05354063718
431	0.0534130087
432	0.05332550939
433	0.05322503255
434	0.05306828783
435	0.05299366873
436	0.05292344937
437	0.05283906378
438	0.05274286535
439	0.05262815138
440	0.05252616368
441	0.05236634969
442	0.05224482994
443	0.05211587373
444	0.05200985141
445	0.05188102204
446	0.0517824348
447	0.05169487956
448	0.05160848734
449	0.05147524446
450	0.05134784695
451	0.051273285
452	0.05113385386
453	0.05108720655
454	0.05098068045
455	0.05078780812
456	0.05069498262
457	0.0506348704
458	0.05057643793
459	0.0505173294
460	0.05042905033
461	0.05036557751
462	0.0501829583
463	0.05011597441
464	0.05000900159
465	0.04987451996
466	0.04979274559
467	0.04969110133
468	0.04963951046
469	0.04947780703
470	0.04940946421
471	0.04931182294
472	0.04922507182
473	0.04913890464
474	0.04902495024
475	0.04895132843
476	0.04884362596
477	0.04874007
478	0.04868201409
479	0.04860854566
480	0.04852668396
481	0.04841158803
482	0.04830215459
483	0.04822568917
484	0.04808614946
485	0.04795702987
486	0.04786114573
487	0.04771195467
488	0.04765990563
489	0.04756940662
490	0.04750461246
491	0.04744628218
492	0.04739162448
493	0.04726755169
494	0.04720591668
495	0.0471102786
496	0.04701269106
497	0.04693132497
498	0.04683617498
499	0.04677616883
500	0.04667317881
501	0.04657777228
502	0.04646518795
503	0.04638447338
504	0.04632395252
505	0.04617960407
506	0.0460596216
507	0.04598995033
508	0.04587260008
509	0.04583571272
510	0.04578100113
511	0.04568908671
512	0.04562592469
513	0.04556271188
514	0.04550350858
515	0.0453451267
516	0.04526382317
517	0.04524243281
518	0.04515792767
519	0.04507728823
520	0.04498912991
521	0.0448755186
522	0.04479422904
523	0.04469196825
524	0.04455974849
525	0.04452002569
526	0.0444244133
527	0.04435159859
528	0.04429346
529	0.0442180419
530	0.04405982364
531	0.04398970557
532	0.04390805661
533	0.04382156961
534	0.04372969309
535	0.04365619612
536	0.04358926691
537	0.04352931079
538	0.04339959335
539	0.04333549461
540	0.04327266204
541	0.04320883634
542	0.04315240631
543	0.04308791129
544	0.04297274958
545	0.0429057224
546	0.04286779991
547	0.04276660134
548	0.04269454804
549	0.04263653864
550	0.04258022903
551	0.04252099471
552	0.04246121903
553	0.0424194314
554	0.04236547929
555	0.04229722488
556	0.04224579478
557	0.04220010557
558	0.04212618695
559	0.04208829237
560	0.04203079168
561	0.04193116425
562	0.04188424585
563	0.04178452578
564	0.04171683548
565	0.04164734357
566	0.04158455877
567	0.04150011218
568	0.04139032654
569	0.04135966196
570	0.04125879626
571	0.04118654313
572	0.0411235452
573	0.04105809503
574	0.0410000323
575	0.04094196073
576	0.04087804307
577	0.04083580067
578	0.04079830775
579	0.04071586337
580	0.0406406878
581	0.04053644989
582	0.04040264639
583	0.04035516707
584	0.04029761036
585	0.0402276943
586	0.04019644386
587	0.04015285947
588	0.04010356064
589	0.04006611545
590	0.03994754941
591	0.03988889784
592	0.03984386933
593	0.03978305665
594	0.03969003651
595	0.0395912674
596	0.03953469406
597	0.03947330385
598	0.0394048472
599	0.03933817878
600	0.03930466598
601	0.03928993833
602	0.03921252252
603	0.03917910443
604	0.039075919
605	0.03903104679
606	0.03894415411
607	0.03888501582
608	0.03878702682
609	0.038731576
610	0.03867603973
611	0.03861115673
612	0.03856791436
613	0.03851785667
614	0.03845247295
615	0.03839461954
616	0.03834347979
617	0.0382871004
618	0.0382498418
619	0.03818054651
620	0.0381119856
621	0.03805585192
622	0.03799585367
623	0.0379576261
624	0.03787659227
625	0.03781556317
626	0.03778523419
627	0.0377262048
628	0.03768963819
629	0.03763100412
630	0.0375823482
631	0.03750039616
632	0.03745454146
633	0.03741081976
634	0.03732320688
635	0.03725280367
636	0.0372142433
637	0.03712715767
638	0.03709794092
639	0.03704451572
640	0.03696857438
641	0.03687553768
642	0.03680972371
643	0.0367883494
644	0.03675537981
645	0.0366990277
646	0.03666492697
647	0.03660786692
648	0.03658396595
649	0.03654296103
650	0.03652128876
651	0.03648451666
652	0.03644683957
653	0.03637800467
654	0.03632328257
655	0.03628279336
656	0.03622467238
657	0.03615442988
658	0.03613027165
659	0.03609000267
660	0.0360385226
661	0.03599042228
662	0.03596867694
663	0.03592996141
664	0.03587864923
665	0.0358360173
666	0.03575516073
667	0.03571588692
668	0.03565287342
669	0.03559920615
670	0.03554468224
671	0.03547402125
672	0.03541713987
673	0.03535231993
674	0.03526991794
675	0.03521768775
676	0.03515838177
677	0.03510202925
678	0.03504647415
679	0.03500484244
680	0.03496006411
681	0.03491094566
682	0.03485755589
683	0.03477406185
684	0.03474190053
685	0.03471017553
686	0.03465240146
687	0.03460429392
688	0.03450771312
689	0.0344581213
690	0.03438968366
691	0.03434939601
692	0.03428725413
693	0.03425421977
694	0.03421513345
695	0.03416922403
696	0.03413178614
697	0.03407103706
698	0.03401480006
699	0.03396816771
700	0.03392644887
701	0.03389872834
702	0.03388047269
703	0.03383057926
704	0.03377828072
705	0.03373089062
706	0.03369196914
707	0.0336302799
708	0.03359959959
709	0.03356235627
710	0.03349799906
711	0.03344799858
712	0.03342511716
713	0.03336351592
714	0.03333090974
715	0.0332811419
716	0.03322758366
717	0.03319074525
718	0.03315661197
719	0.03310669435
720	0.03306463989
721	0.03303290115
722	0.03299134131
723	0.03296638133
724	0.03290797673
725	0.03288578435
726	0.03285153878
727	0.03280394757
728	0.03274055284
729	0.03265903306
730	0.03262603106
731	0.03258507409
732	0.03252394848
733	0.03243976708
734	0.0324074663
735	0.03235914065
736	0.03232672612
737	0.03230399071
738	0.03225315072
739	0.03221412801
740	0.03215960194
741	0.03212080929
742	0.03208757064
743	0.03205871821
744	0.03199568466
745	0.03196971814
746	0.03193278309
747	0.03186740322
748	0.03180671054
