iter	MultiClass
749	0.03176205861
750	0.03172100109
751	0.03164726027
752	0.03163276339
753	0.031556049
754	0.03147208289
755	0.03137296369
756	0.03135053824
757	0.03126373506
758	0.03121095823
759	0.03118620784
760	0.03112034351
761	0.03108474866
762	0.03106321024
763	0.031034084
764	0.03099511925
765	0.0309358568
766	0.03089704746
767	0.0308300729
768	0.03078307102
769	0.03075839336
770	0.03071852465
771	0.03066821249
772	0.03063376126
773	0.03055621694
774	0.03048456089
775	0.0304506599
776	0.03041495717
777	0.03034196998
778	0.03029870574
779	0.03026098591
780	0.0302149731
781	0.03017755951
782	0.03014793358
783	0.03010343078
784	0.03006122246
785	0.03003778255
786	0.02998908411
787	0.02993843678
788	0.0298882519
789	0.02980534945
790	0.02970094755
791	0.0296455959
792	0.02959096047
793	0.02954864071
794	0.02948656662
795	0.02944069776
796	0.02939671745
797	0.02933427349
798	0.02930476989
799	0.02927669109
800	0.02923855913
801	0.02917174866
802	0.02912789957
803	0.02909757388
804	0.02904166371
805	0.02896779205
806	0.02892250821
807	0.0288785884
808	0.02880131595
809	0.02876056251
810	0.02870631822
811	0.02868295771
812	0.0286388328
813	0.02860980511
814	0.02856962119
815	0.02853425431
816	0.02850789301
817	0.02846042144
818	0.02844216222
819	0.02841653417
820	0.02838686259
821	0.02834987774
822	0.0283300191
823	0.02830583409
824	0.0282728192
825	0.02822055946
826	0.02815842513
827	0.02813015313
828	0.02809383986
829	0.02805748617
830	0.02801049048
831	0.02798294469
832	0.02793970859
833	0.02790233707
834	0.02787830196
835	0.02782946225
836	0.02778697212
837	0.02773513004
838	0.02771061996
839	0.02767973472
840	0.02764550291
841	0.02757229653
842	0.02754582728
843	0.02752750408
844	0.02749068598
845	0.02743234905
846	0.02740806952
847	0.02739489908
848	0.02734729776
849	0.02731294887
850	0.02729583708
851	0.02726158409
852	0.02721523391
853	0.02717308045
854	0.02713968162
855	0.02711117629
856	0.02707379388
857	0.02704518233
858	0.02700732
859	0.02697642772
860	0.02695624927
861	0.02692404324
862	0.02687659937
863	0.02686262004
864	0.02684298641
865	0.02679524402
866	0.0267389592
867	0.02670767735
868	0.02665880631
869	0.02663872267
870	0.02660736539
871	0.02657152206
872	0.02654099968
873	0.02648358301
874	0.02644922601
875	0.02643770283
876	0.02640522923
877	0.02637658889
878	0.02635550401
879	0.02629673086
880	0.02627949341
881	0.02624723039
882	0.02622021476
883	0.02617167006
884	0.02614665861
885	0.02611252998
886	0.02609403339
887	0.02603179847
888	0.02599643276
889	0.0259517152
890	0.02588552697
891	0.02585542825
892	0.02582293025
893	0.02579806274
894	0.02577414193
895	0.02575980061
896	0.02572065139
897	0.02567971254
898	0.02565477931
899	0.02561361705
900	0.025590899
901	0.02557182017
902	0.02555092051
903	0.0255130209
904	0.02548389694
905	0.02543954301
906	0.02541917648
907	0.02537639514
908	0.02532976409
909	0.02530401035
910	0.02523746028
911	0.02519706795
912	0.02517932986
913	0.02514806919
914	0.02511338193
915	0.02508116801
916	0.02503880937
917	0.02499749273
918	0.02497191129
919	0.02494839657
920	0.02491920335
921	0.02487729315
922	0.02480020469
923	0.02477703387
924	0.02474436675
925	0.02473222056
926	0.0247158932
927	0.02468291094
928	0.02466177806
929	0.02464171173
930	0.02461417855
931	0.02459144738
932	0.02454870523
933	0.02453200477
934	0.02448424252
935	0.02446923585
936	0.02442706877
937	0.0243817414
938	0.02434538874
939	0.02430014175
940	0.02424868847
941	0.02421915089
942	0.0241766708
943	0.0241539016
944	0.02412909965
945	0.02410098699
946	0.0240857675
947	0.0240692967
948	0.02404440034
949	0.02400025077
950	0.02398399239
951	0.02394192133
952	0.0238972727
953	0.02387351002
954	0.02385637148
955	0.0238130673
956	0.023759329
957	0.0237356332
958	0.02368706742
959	0.02366398974
960	0.02363898625
961	0.023604924
962	0.02357717427
963	0.02356374584
964	0.0235390325
965	0.02351627748
966	0.02348788094
967	0.02344220681
968	0.02342056071
969	0.02340233456
970	0.02336811185
971	0.02334401058
972	0.02330092021
973	0.02328616604
974	0.02326430614
975	0.02323769963
976	0.02318355139
977	0.02313313459
978	0.0231078103
979	0.0230886232
980	0.02306423473
981	0.02304071264
982	0.02300308784
983	0.02297938024
984	0.02295570433
985	0.02291394765
986	0.02287874824
987	0.02285790295
988	0.02283005086
989	0.02279701267
990	0.02273276437
991	0.02270786864
992	0.02266824906
993	0.02264784919
994	0.02260723411
995	0.02258561825
996	0.02256160259
997	0.02253926794
998	0.02249598448
999	0.02245741177
